,zipcode,N1
1400,91505,2560.0
1401,91505,1790.0
1402,91505,2830.0
1403,91505,730.0
1404,91506,3030.0
1405,91506,2090.0
1406,91506,1470.0
1407,91506,970.0
1408,91506,1670.0
1409,91506,470.0
1410,91601,8810.0
1411,91601,5230.0
1412,91601,2300.0
1413,91601,1200.0
1414,91601,1300.0
1415,91601,280.0
1416,91602,3310.0
1417,91602,2520.0
1418,91602,1680.0
1419,91602,1020.0
1420,91602,1500.0
1421,91602,770.0
1422,91604,4380.0
1423,91604,2960.0
1424,91604,2150.0
1425,91604,1560.0
1426,91604,2630.0
1427,91604,2180.0
1428,91605,13030.0
1429,91605,6390.0
1430,91605,2360.0
1431,91605,1100.0
1432,91605,940.0
1433,91605,140.0
1434,91606,10120.0
1435,91606,5370.0
1436,91606,2180.0
1437,91606,1010.0
1438,91606,930.0
1439,91606,140.0
1440,91607,5450.0
1441,91607,3520.0
1442,91607,2110.0
1443,91607,1180.0
1444,91607,1760.0
1445,91607,800.0
1446,91701,6140.0
1447,91701,3540.0
1448,91701,2600.0
1449,91701,2070.0
1450,91701,3570.0
1451,91701,660.0
1452,91702,11690.0
1453,91702,6560.0
1454,91702,3160.0
1455,91702,1660.0
1456,91702,1700.0
1457,91702,280.0
1458,91706,16460.0
1459,91706,9450.0
1460,91706,3820.0
1461,91706,1500.0
1462,91706,1020.0
1463,91706,90.0
1464,91708,920.0
1465,91708,710.0
1466,91708,530.0
1467,91708,430.0
1468,91708,740.0
1469,91708,110.0
1470,91709,10250.0
1471,91709,5790.0
1472,91709,4490.0
1473,91709,3680.0
1474,91709,7200.0
1475,91709,2060.0
1476,91710,12930.0
1477,91710,7780.0
1478,91710,4590.0
1479,91710,3060.0
1480,91710,3920.0
1481,91710,540.0
1482,91711,4750.0
1483,91711,2480.0
1484,91711,1930.0
1485,91711,1570.0
1486,91711,3280.0
1487,91711,1500.0
1488,91722,6390.0
1489,91722,4260.0
1490,91722,2480.0
1491,91722,1560.0
1492,91722,1530.0
1493,91722,100.0
1494,91723,3370.0
1495,91723,2340.0
1496,91723,1310.0
1497,91723,710.0
1498,91723,850.0
1499,91723,100.0
1500,91724,4430.0
1501,91724,2500.0
1502,91724,1630.0
1503,91724,1230.0
1504,91724,1880.0
1505,91724,450.0
1506,91730,10380.0
1507,91730,7360.0
1508,91730,4800.0
1509,91730,3100.0
1510,91730,3270.0
1511,91730,350.0
1512,91731,6450.0
1513,91731,3230.0
1514,91731,1100.0
1515,91731,450.0
1516,91731,300.0
1517,91731,60.0
1518,91732,13700.0
1519,91732,6810.0
1520,91732,2410.0
1521,91732,1010.0
1522,91732,800.0
1523,91732,70.0
1524,91733,10290.0
1525,91733,4830.0
1526,91733,1520.0
1527,91733,560.0
1528,91733,410.0
1529,91733,50.0
1530,91737,3540.0
1531,91737,1950.0
1532,91737,1450.0
1533,91737,1130.0
1534,91737,2210.0
1535,91737,850.0
1536,91739,4530.0
1537,91739,2570.0
1538,91739,1980.0
1539,91739,1590.0
1540,91739,3400.0
1541,91739,1090.0
1542,91740,4300.0
1543,91740,2550.0
1544,91740,1820.0
1545,91740,1280.0
1546,91740,1760.0
1547,91740,240.0
1548,91741,3760.0
1549,91741,1970.0
1550,91741,1560.0
1551,91741,1370.0
1552,91741,2520.0
1553,91741,930.0
1554,91744,18130.0
1555,91744,10400.0
1556,91744,4230.0
1557,91744,1870.0
1558,91744,1260.0
1559,91744,70.0
1560,91745,9480.0
1561,91745,5810.0
1562,91745,3440.0
1563,91745,2190.0
1564,91745,3230.0
1565,91745,780.0
1566,91746,6460.0
1567,91746,3830.0
1568,91746,1600.0
1569,91746,710.0
1570,91746,510.0
1571,91746,50.0
1572,91748,9190.0
1573,91748,5080.0
1574,91748,2440.0
1575,91748,1430.0
1576,91748,1980.0
1577,91748,630.0
1578,91750,5100.0
1579,91750,3060.0
1580,91750,2100.0
1581,91750,1690.0
1582,91750,3060.0
1583,91750,880.0
1584,91752,5100.0
1585,91752,3100.0
1586,91752,1690.0
1587,91752,1140.0
1588,91752,1260.0
1589,91752,130.0
1590,91754,7870.0
1591,91754,3750.0
1592,91754,1960.0
1593,91754,1170.0
1594,91754,1720.0
1595,91754,480.0
1596,91755,6960.0
1597,91755,2840.0
1598,91755,1350.0
1599,91755,800.0
1600,91755,1140.0
1601,91755,230.0
1602,91761,10780.0
1603,91761,6660.0
1604,91761,3620.0
1605,91761,2190.0
1606,91761,2050.0
1607,91761,200.0
1608,91762,11900.0
1609,91762,6940.0
1610,91762,3150.0
1611,91762,1430.0
1612,91762,1280.0
1613,91762,140.0
1614,91763,7850.0
1615,91763,4310.0
1616,91763,1970.0
1617,91763,980.0
1618,91763,760.0
1619,91763,60.0
1620,91764,10880.0
1621,91764,6680.0
1622,91764,2820.0
1623,91764,1240.0
1624,91764,850.0
1625,91764,60.0
1626,91765,6830.0
1627,91765,4210.0
1628,91765,3060.0
1629,91765,2240.0
1630,91765,3890.0
1631,91765,1260.0
1632,91766,14350.0
1633,91766,7400.0
1634,91766,3050.0
1635,91766,1390.0
1636,91766,1530.0
1637,91766,250.0
1638,91767,9550.0
1639,91767,5440.0
1640,91767,2490.0
1641,91767,1310.0
1642,91767,1140.0
1643,91767,100.0
1644,91768,6570.0
1645,91768,3500.0
1646,91768,1390.0
1647,91768,640.0
1648,91768,530.0
1649,91768,70.0
1650,91770,14660.0
1651,91770,7140.0
1652,91770,2990.0
1653,91770,1520.0
1654,91770,1410.0
1655,91770,180.0
1656,91773,5270.0
1657,91773,3140.0
1658,91773,2310.0
1659,91773,1800.0
1660,91773,2890.0
1661,91773,770.0
1662,91775,3750.0
1663,91775,2150.0
1664,91775,1420.0
1665,91775,1040.0
1666,91775,1860.0
1667,91775,710.0
1668,91776,9830.0
1669,91776,4330.0
1670,91776,1910.0
1671,91776,1000.0
1672,91776,1050.0
1673,91776,210.0
1674,91780,6310.0
1675,91780,3640.0
1676,91780,2230.0
1677,91780,1460.0
1678,91780,2110.0
1679,91780,460.0
1680,91784,3400.0
1681,91784,1930.0
1682,91784,1460.0
1683,91784,1350.0
1684,91784,3070.0
1685,91784,1260.0
1686,91786,9520.0
1687,91786,5900.0
1688,91786,3020.0
1689,91786,1820.0
1690,91786,2170.0
1691,91786,350.0
1692,91789,6670.0
1693,91789,4010.0
1694,91789,2590.0
1695,91789,1940.0
1696,91789,3590.0
1697,91789,1250.0
1698,91790,8090.0
1699,91790,5040.0
1700,91790,2850.0
1701,91790,1820.0
1702,91790,2080.0
1703,91790,170.0
1704,91791,5440.0
1705,91791,3270.0
1706,91791,2010.0
1707,91791,1440.0
1708,91791,2060.0
1709,91791,560.0
1710,91792,5260.0
1711,91792,3420.0
1712,91792,2040.0
1713,91792,1270.0
1714,91792,1400.0
1715,91792,120.0
1716,91801,10680.0
1717,91801,6330.0
1718,91801,3400.0
1719,91801,1830.0
1720,91801,2060.0
1721,91801,420.0
1722,91803,6220.0
1723,91803,3590.0
1724,91803,1860.0
1725,91803,1090.0
1726,91803,1280.0
1727,91803,190.0
1728,91901,2160.0
1729,91901,1370.0
1730,91901,960.0
1731,91901,730.0
1732,91901,1510.0
1733,91901,460.0
1734,91902,2660.0
1735,91902,1690.0
1736,91902,1130.0
1737,91902,890.0
1738,91902,1700.0
1739,91902,510.0
1740,91905,260.0
1741,91905,130.0
1742,91905,100.0
1743,91905,70.0
1744,91905,60.0
1745,91905,0.0
1746,91906,570.0
1747,91906,360.0
1748,91906,230.0
1749,91906,150.0
1750,91906,130.0
1751,91906,0.0
1752,91910,14530.0
1753,91910,9540.0
1754,91910,4820.0
1755,91910,2910.0
1756,91910,3570.0
1757,91910,570.0
1758,91911,17410.0
1759,91911,10860.0
1760,91911,5240.0
1761,91911,2580.0
1762,91911,2530.0
1763,91911,200.0
1764,91913,5280.0
1765,91913,3870.0
1766,91913,2830.0
1767,91913,2400.0
1768,91913,4140.0
1769,91913,570.0
1770,91914,1680.0
1771,91914,1030.0
1772,91914,840.0
1773,91914,750.0
1774,91914,1800.0
1775,91914,660.0
1776,91915,2900.0
1777,91915,2060.0
1778,91915,1590.0
1779,91915,1560.0
1780,91915,2730.0
1781,91915,450.0
1782,91916,260.0
1783,91916,180.0
1784,91916,140.0
1785,91916,120.0
1786,91916,130.0
1787,91916,30.0
1788,91917,210.0
1789,91917,130.0
1790,91917,50.0
1791,91917,20.0
1792,91917,30.0
1793,91917,0.0
1794,91932,5340.0
1795,91932,3550.0
1796,91932,1500.0
1797,91932,760.0
1798,91932,640.0
1799,91932,80.0
1800,91934,140.0
1801,91934,50.0
1802,91934,40.0
1803,91934,20.0
1804,91934,0.0
1805,91934,0.0
1806,91935,1340.0
1807,91935,760.0
1808,91935,550.0
1809,91935,410.0
1810,91935,820.0
1811,91935,340.0
1812,91941,4880.0
1813,91941,3440.0
1814,91941,2030.0
1815,91941,1480.0
1816,91941,2650.0
1817,91941,950.0
1818,91942,6470.0
1819,91942,5000.0
1820,91942,3130.0
1821,91942,1940.0
1822,91942,2290.0
1823,91942,260.0
1824,91945,4860.0
1825,91945,3360.0
1826,91945,1760.0
1827,91945,1000.0
1828,91945,860.0
1829,91945,50.0
1830,91950,12400.0
1831,91950,7540.0
1832,91950,2840.0
1833,91950,1140.0
1834,91950,740.0
1835,91950,60.0
1836,91962,260.0
1837,91962,160.0
1838,91962,160.0
1839,91962,120.0
1840,91962,200.0
1841,91962,20.0
1842,91963,290.0
1843,91963,160.0
1844,91963,70.0
1845,91963,0.0
1846,91963,20.0
1847,91963,0.0
1848,91977,10400.0
1849,91977,7160.0
1850,91977,3770.0
1851,91977,2240.0
1852,91977,2340.0
1853,91977,240.0
1854,91978,1610.0
1855,91978,1100.0
1856,91978,650.0
1857,91978,390.0
1858,91978,560.0
1859,91978,80.0
1860,91980,540.0
1861,91980,270.0
1862,91980,70.0
1863,91980,30.0
1864,91980,0.0
1865,91980,0.0
1866,92003,930.0
1867,92003,550.0
1868,92003,310.0
1869,92003,230.0
1870,92003,370.0
1871,92003,180.0
1872,92004,590.0
1873,92004,310.0
1874,92004,170.0
1875,92004,80.0
1876,92004,120.0
1877,92004,30.0
1878,92007,1660.0
1879,92007,1090.0
1880,92007,790.0
1881,92007,600.0
1882,92007,1120.0
1883,92007,720.0
1884,92008,4470.0
1885,92008,2980.0
1886,92008,1880.0
1887,92008,1260.0
1888,92008,2280.0
1889,92008,1050.0
1890,92009,4800.0
1891,92009,2700.0
1892,92009,2130.0
1893,92009,1890.0
1894,92009,4600.0
1895,92009,3470.0
1896,92010,1970.0
1897,92010,1190.0
1898,92010,970.0
1899,92010,810.0
1900,92010,1710.0
1901,92010,570.0
1902,92011,2740.0
1903,92011,1600.0
1904,92011,1230.0
1905,92011,1010.0
1906,92011,2500.0
1907,92011,1660.0
1908,92014,1640.0
1909,92014,900.0
1910,92014,750.0
1911,92014,680.0
1912,92014,1510.0
1913,92014,1840.0
1914,92019,6680.0
1915,92019,3990.0
1916,92019,2650.0
1917,92019,1970.0
1918,92019,3110.0
1919,92019,940.0
1920,92020,10870.0
1921,92020,5790.0
1922,92020,2810.0
1923,92020,1660.0
1924,92020,2410.0
1925,92020,660.0
1926,92021,12210.0
1927,92021,7270.0
1928,92021,3810.0
1929,92021,2250.0
1930,92021,2630.0
1931,92021,440.0
1932,92024,7390.0
1933,92024,4260.0
1934,92024,2890.0
1935,92024,2210.0
1936,92024,4630.0
1937,92024,3330.0
1938,92025,9160.0
1939,92025,5250.0
1940,92025,2140.0
1941,92025,1250.0
1942,92025,1960.0
1943,92025,670.0
1944,92026,8290.0
1945,92026,5590.0
1946,92026,3090.0
1947,92026,1960.0
1948,92026,3030.0
1949,92026,620.0
1950,92027,9820.0
1951,92027,6240.0
1952,92027,2970.0
1953,92027,1800.0
1954,92027,2330.0
1955,92027,470.0
1956,92028,7690.0
1957,92028,4620.0
1958,92028,2460.0
1959,92028,1760.0
1960,92028,2880.0
1961,92028,950.0
1962,92029,2640.0
1963,92029,1760.0
1964,92029,1050.0
1965,92029,830.0
1966,92029,1690.0
1967,92029,790.0
1968,92036,600.0
1969,92036,360.0
1970,92036,200.0
1971,92036,140.0
1972,92036,190.0
1973,92036,40.0
1974,92037,4270.0
1975,92037,2780.0
1976,92037,2120.0
1977,92037,1630.0
1978,92037,3530.0
1979,92037,4020.0
1980,92040,6500.0
1981,92040,4940.0
1982,92040,2770.0
1983,92040,1960.0
1984,92040,2730.0
1985,92040,450.0
1986,92054,7690.0
1987,92054,4980.0
1988,92054,2280.0
1989,92054,1340.0
1990,92054,1690.0
1991,92054,390.0
1992,92056,8940.0
1993,92056,6070.0
1994,92056,3750.0
1995,92056,2550.0
1996,92056,3670.0
1997,92056,690.0
1998,92057,9470.0
1999,92057,6470.0
2000,92057,3500.0
2001,92057,2410.0
2002,92057,3430.0
2003,92057,640.0
2004,92058,6330.0
2005,92058,5670.0
2006,92058,2080.0
2007,92058,960.0
2008,92058,980.0
2009,92058,100.0
2010,92059,190.0
2011,92059,130.0
2012,92059,40.0
2013,92059,30.0
2014,92059,330.0
2015,92059,70.0
2016,92061,500.0
2017,92061,380.0
2018,92061,160.0
2019,92061,90.0
2020,92061,190.0
2021,92061,70.0
2022,92064,6610.0
2023,92064,3740.0
2024,92064,2620.0
2025,92064,2130.0
2026,92064,4520.0
2027,92064,2440.0
2028,92065,5260.0
2029,92065,3330.0
2030,92065,2240.0
2031,92065,1760.0
2032,92065,2950.0
2033,92065,690.0
2034,92066,60.0
2035,92066,30.0
2036,92066,30.0
2037,92066,20.0
2038,92066,0.0
2039,92066,0.0
2040,92069,7950.0
2041,92069,4720.0
2042,92069,2360.0
2043,92069,1670.0
2044,92069,2630.0
2045,92069,530.0
2046,92070,220.0
2047,92070,130.0
2048,92070,90.0
2049,92070,40.0
2050,92070,60.0
2051,92070,0.0
2052,92071,7660.0
2053,92071,5590.0
2054,92071,4100.0
2055,92071,3080.0
2056,92071,4050.0
2057,92071,490.0
2058,92075,1840.0
2059,92075,1160.0
2060,92075,790.0
2061,92075,620.0
2062,92075,1260.0
2063,92075,1160.0
2064,92078,6250.0
2065,92078,3950.0
2066,92078,2490.0
2067,92078,1890.0
2068,92078,3890.0
2069,92078,1430.0
2070,92081,4170.0
2071,92081,3080.0
2072,92081,1970.0
2073,92081,1370.0
2074,92081,2050.0
2075,92081,440.0
2076,92082,3010.0
2077,92082,1810.0
2078,92082,1010.0
2079,92082,800.0
2080,92082,1520.0
2081,92082,490.0
2082,92083,7630.0
2083,92083,4730.0
2084,92083,1860.0
2085,92083,950.0
2086,92083,900.0
2087,92083,80.0
2088,92084,8970.0
2089,92084,5430.0
2090,92084,2380.0
2091,92084,1440.0
2092,92084,2120.0
2093,92084,580.0
2094,92086,230.0
2095,92086,150.0
2096,92086,80.0
2097,92086,40.0
2098,92086,50.0
2099,92086,0.0
2100,92091,140.0
2101,92091,80.0
2102,92091,40.0
2103,92091,70.0
2104,92091,120.0
2105,92091,150.0
2106,92101,5310.0
2107,92101,4190.0
2108,92101,2880.0
2109,92101,2080.0
2110,92101,3070.0
2111,92101,1380.0
2112,92102,9630.0
2113,92102,5750.0
2114,92102,2030.0
2115,92102,810.0
2116,92102,720.0
2117,92102,150.0
2118,92103,4920.0
2119,92103,4800.0
2120,92103,3100.0
2121,92103,1990.0
2122,92103,2660.0
2123,92103,1440.0
2124,92104,8650.0
2125,92104,7380.0
2126,92104,3750.0
2127,92104,1820.0
2128,92104,2160.0
2129,92104,520.0
2130,92105,15880.0
2131,92105,7890.0
2132,92105,2540.0
2133,92105,1030.0
2134,92105,670.0
2135,92105,40.0
2136,92106,2520.0
2137,92106,1860.0
2138,92106,1150.0
2139,92106,910.0
2140,92106,1720.0
2141,92106,1210.0
2142,92107,4730.0
2143,92107,3860.0
2144,92107,2250.0
2145,92107,1410.0
2146,92107,1950.0
2147,92107,850.0
2148,92108,2990.0
2149,92108,3300.0
2150,92108,2150.0
2151,92108,1390.0
2152,92108,1530.0
2153,92108,360.0
2154,92109,7690.0
2155,92109,7160.0
2156,92109,4250.0
2157,92109,2420.0
2158,92109,2920.0
2159,92109,1260.0
2160,92110,4230.0
2161,92110,3320.0
2162,92110,1910.0
2163,92110,1130.0
2164,92110,1600.0
2165,92110,530.0
2166,92111,8220.0
2167,92111,5580.0
2168,92111,3140.0
2169,92111,1920.0
2170,92111,2470.0
2171,92111,400.0
2172,92113,11910.0
2173,92113,5660.0
2174,92113,1510.0
2175,92113,400.0
2176,92113,220.0
2177,92113,0.0
2178,92114,13080.0
2179,92114,8530.0
2180,92114,4050.0
2181,92114,2210.0
2182,92114,1840.0
2183,92114,90.0
2184,92115,10860.0
2185,92115,6390.0
2186,92115,2870.0
2187,92115,1680.0
2188,92115,2000.0
2189,92115,400.0
2190,92116,5620.0
2191,92116,5580.0
2192,92116,2810.0
2193,92116,1610.0
2194,92116,1870.0
2195,92116,610.0
2196,92117,8850.0
2197,92117,6480.0
2198,92117,3920.0
2199,92117,2600.0
2200,92117,3650.0
2201,92117,800.0
2202,92118,2000.0
2203,92118,1440.0
2204,92118,1050.0
2205,92118,830.0
2206,92118,1630.0
2207,92118,1100.0
2208,92119,3230.0
2209,92119,2270.0
2210,92119,1820.0
2211,92119,1400.0
2212,92119,2340.0
2213,92119,420.0
2214,92120,3810.0
2215,92120,2710.0
2216,92120,1950.0
2217,92120,1560.0
2218,92120,2720.0
2219,92120,810.0
2220,92121,590.0
2221,92121,390.0
2222,92121,270.0
2223,92121,230.0
2224,92121,550.0
2225,92121,430.0
2226,92122,4670.0
2227,92122,3640.0
2228,92122,2860.0
2229,92122,2100.0
2230,92122,3910.0
2231,92122,1530.0
2232,92123,4220.0
2233,92123,3500.0
2234,92123,2160.0
2235,92123,1410.0
2236,92123,2010.0
2237,92123,340.0
2238,92124,2970.0
2239,92124,3160.0
2240,92124,1960.0
2241,92124,1410.0
2242,92124,2360.0
2243,92124,710.0
2244,92126,10770.0
2245,92126,8260.0
2246,92126,5540.0
2247,92126,3880.0
2248,92126,5460.0
2249,92126,930.0
2250,92127,3650.0
2251,92127,2140.0
2252,92127,1860.0
2253,92127,1580.0
2254,92127,4490.0
2255,92127,3380.0
2256,92128,5290.0
2257,92128,3790.0
2258,92128,3430.0
2259,92128,2930.0
2260,92128,5680.0
2261,92128,2080.0
2262,92129,6280.0
2263,92129,3730.0
2264,92129,2720.0
2265,92129,2400.0
2266,92129,5890.0
2267,92129,2590.0
2268,92130,4660.0
2269,92130,2430.0
2270,92130,1990.0
2271,92130,1850.0
2272,92130,4940.0
2273,92130,5800.0
2274,92131,3420.0
2275,92131,2000.0
2276,92131,1650.0
2277,92131,1610.0
2278,92131,4430.0
2279,92131,2980.0
2280,92139,6290.0
2281,92139,5060.0
2282,92139,2550.0
2283,92139,1390.0
2284,92139,1250.0
2285,92139,60.0
2286,92154,17150.0
2287,92154,11130.0
2288,92154,5180.0
2289,92154,2630.0
2290,92154,2490.0
2291,92154,210.0
2292,92173,12100.0
2293,92173,5760.0
2294,92173,1790.0
2295,92173,630.0
2296,92173,370.0
2297,92173,40.0
2298,92201,12520.0
2299,92201,6140.0
2300,92201,2250.0
2301,92201,1250.0
2302,92201,1230.0
2303,92201,210.0
2304,92203,3510.0
2305,92203,2480.0
2306,92203,1670.0
2307,92203,1260.0
2308,92203,1800.0
2309,92203,350.0
2310,92210,440.0
2311,92210,240.0
2312,92210,200.0
2313,92210,170.0
2314,92210,400.0
2315,92210,350.0
2316,92211,3490.0
2317,92211,2310.0
2318,92211,1670.0
2319,92211,1200.0
2320,92211,1990.0
2321,92211,590.0
2322,92220,5910.0
2323,92220,3210.0
2324,92220,1600.0
2325,92220,880.0
2326,92220,760.0
2327,92220,460.0
2328,92223,6580.0
2329,92223,4150.0
2330,92223,3280.0
2331,92223,2340.0
2332,92223,2990.0
2333,92223,330.0
2334,92225,2490.0
2335,92225,1350.0
2336,92225,670.0
2337,92225,450.0
2338,92225,380.0
2339,92225,50.0
2340,92227,4900.0
2341,92227,2460.0
2342,92227,1100.0
2343,92227,740.0
2344,92227,740.0
2345,92227,210.0
2346,92230,530.0
2347,92230,250.0
2348,92230,90.0
2349,92230,40.0
2350,92230,20.0
2351,92230,0.0
2352,92231,16670.0
2353,92231,5280.0
2354,92231,1610.0
2355,92231,760.0
2356,92231,570.0
2357,92231,90.0
2358,92233,670.0
2359,92233,390.0
2360,92233,140.0
2361,92233,90.0
2362,92233,90.0
2363,92233,0.0
2364,92234,10530.0
2365,92234,5480.0
2366,92234,2230.0
2367,92234,1170.0
2368,92234,1250.0
2369,92234,200.0
2370,92236,10160.0
2371,92236,5190.0
2372,92236,1240.0
2373,92236,400.0
2374,92236,220.0
2375,92236,0.0
2376,92240,8110.0
2377,92240,3600.0
2378,92240,1230.0
2379,92240,520.0
2380,92240,410.0
2381,92240,50.0
2382,92241,1380.0
2383,92241,640.0
2384,92241,260.0
2385,92241,110.0
2386,92241,100.0
2387,92241,0.0
2388,92242,220.0
2389,92242,80.0
2390,92242,70.0
2391,92242,0.0
2392,92242,20.0
2393,92242,0.0
2394,92243,9600.0
2395,92243,4320.0
2396,92243,1940.0
2397,92243,1180.0
2398,92243,1340.0
2399,92243,270.0
2400,92249,1540.0
2401,92249,830.0
2402,92249,350.0
2403,92249,210.0
2404,92249,140.0
2405,92249,0.0
2406,92250,1510.0
2407,92250,880.0
2408,92250,380.0
2409,92250,210.0
2410,92250,230.0
2411,92250,70.0
2412,92251,2420.0
2413,92251,1580.0
2414,92251,1250.0
2415,92251,1050.0
2416,92251,1050.0
2417,92251,80.0
2418,92252,1650.0
2419,92252,870.0
2420,92252,400.0
2421,92252,220.0
2422,92252,210.0
2423,92252,20.0
2424,92253,5170.0
2425,92253,3210.0
2426,92253,1950.0
2427,92253,1450.0
2428,92253,2480.0
2429,92253,980.0
2430,92254,5200.0
2431,92254,2050.0
2432,92254,180.0
2433,92254,60.0
2434,92254,0.0
2435,92254,0.0
2436,92256,640.0
2437,92256,390.0
2438,92256,200.0
2439,92256,90.0
2440,92256,110.0
2441,92256,0.0
2442,92257,270.0
2443,92257,130.0
2444,92257,60.0
2445,92257,40.0
2446,92257,0.0
2447,92257,0.0
2448,92260,5180.0
2449,92260,3170.0
2450,92260,1600.0
2451,92260,1030.0
2452,92260,1460.0
2453,92260,580.0
2454,92262,4930.0
2455,92262,2750.0
2456,92262,1350.0
2457,92262,810.0
2458,92262,1170.0
2459,92262,490.0
2460,92264,3560.0
2461,92264,2010.0
2462,92264,1160.0
2463,92264,690.0
2464,92264,1010.0
2465,92264,470.0
2466,92270,2280.0
2467,92270,1350.0
2468,92270,950.0
2469,92270,700.0
2470,92270,1340.0
2471,92270,1030.0
2472,92274,4790.0
2473,92274,1980.0
2474,92274,340.0
2475,92274,130.0
2476,92274,70.0
2477,92274,20.0
2478,92276,1620.0
2479,92276,930.0
2480,92276,340.0
2481,92276,170.0
2482,92276,120.0
2483,92276,20.0
2484,92277,3580.0
2485,92277,2630.0
2486,92277,1010.0
2487,92277,550.0
2488,92277,500.0
2489,92277,40.0
2490,92281,500.0
2491,92281,220.0
2492,92281,100.0
2493,92281,40.0
2494,92281,40.0
2495,92281,0.0
2496,92282,160.0
2497,92282,120.0
2498,92282,40.0
2499,92282,30.0
2500,92282,0.0
2501,92282,0.0
2502,92283,590.0
2503,92283,310.0
2504,92283,80.0
2505,92283,50.0
2506,92283,0.0
2507,92283,0.0
2508,92284,4050.0
2509,92284,2140.0
2510,92284,1180.0
2511,92284,650.0
2512,92284,690.0
2513,92284,90.0
2514,92285,370.0
2515,92285,160.0
2516,92285,60.0
2517,92285,30.0
2518,92285,20.0
2519,92285,0.0
2520,92301,6180.0
2521,92301,2820.0
2522,92301,1180.0
2523,92301,450.0
2524,92301,270.0
2525,92301,0.0
2526,92305,100.0
2527,92305,60.0
2528,92305,40.0
2529,92305,30.0
2530,92305,40.0
2531,92305,0.0
2532,92307,6670.0
2533,92307,3330.0
2534,92307,2190.0
2535,92307,1470.0
2536,92307,1800.0
2537,92307,260.0
2538,92308,6670.0
2539,92308,3300.0
2540,92308,2020.0
2541,92308,1230.0
2542,92308,1470.0
2543,92308,210.0
2544,92309,180.0
2545,92309,70.0
2546,92309,30.0
2547,92309,0.0
2548,92309,0.0
2549,92309,0.0
2550,92310,760.0
2551,92310,1220.0
2552,92310,490.0
2553,92310,180.0
2554,92310,120.0
2555,92310,0.0
2556,92311,5340.0
2557,92311,2610.0
2558,92311,1760.0
2559,92311,880.0
2560,92311,740.0
2561,92311,50.0
2562,92313,1850.0
2563,92313,1410.0
2564,92313,930.0
2565,92313,600.0
2566,92313,710.0
2567,92313,90.0
2568,92314,1550.0
2569,92314,820.0
2570,92314,440.0
2571,92314,260.0
2572,92314,330.0
2573,92314,40.0
2574,92315,1590.0
2575,92315,720.0
2576,92315,400.0
2577,92315,260.0
2578,92315,340.0
2579,92315,100.0
2580,92316,6530.0
2581,92316,3710.0
2582,92316,1520.0
2583,92316,600.0
2584,92316,390.0
2585,92316,0.0
2586,92320,1410.0
2587,92320,820.0
2588,92320,590.0
2589,92320,400.0
2590,92320,400.0
2591,92320,50.0
2592,92324,11420.0
2593,92324,6930.0
2594,92324,2730.0
2595,92324,1250.0
2596,92324,1040.0
2597,92324,170.0
2598,92327,80.0
2599,92327,60.0
2600,92327,40.0
2601,92327,30.0
2602,92327,0.0
2603,92327,0.0
2604,92328,100.0
2605,92328,60.0
2606,92328,40.0
2607,92328,0.0
2608,92328,0.0
2609,92328,0.0
2610,92335,20280.0
2611,92335,11290.0
2612,92335,3960.0
2613,92335,1420.0
2614,92335,770.0
2615,92335,50.0
2616,92336,14060.0
2617,92336,8510.0
2618,92336,5510.0
2619,92336,4050.0
2620,92336,5300.0
2621,92336,430.0
2622,92337,6320.0
2623,92337,4440.0
2624,92337,2520.0
2625,92337,1400.0
2626,92337,1120.0
2627,92337,70.0
2628,92339,150.0
2629,92339,110.0
2630,92339,80.0
2631,92339,40.0
2632,92339,90.0
2633,92339,0.0
2634,92342,860.0
2635,92342,560.0
2636,92342,470.0
2637,92342,320.0
2638,92342,400.0
2639,92342,50.0
2640,92344,2970.0
2641,92344,1790.0
2642,92344,1290.0
2643,92344,820.0
2644,92344,990.0
2645,92344,110.0
2646,92345,13990.0
2647,92345,7120.0
2648,92345,3830.0
2649,92345,2050.0
2650,92345,1640.0
2651,92345,100.0
2652,92346,9510.0
2653,92346,5160.0
2654,92346,3040.0
2655,92346,2040.0
2656,92346,2940.0
2657,92346,560.0
2658,92347,130.0
2659,92347,70.0
2660,92347,40.0
2661,92347,30.0
2662,92347,0.0
2663,92347,0.0
2664,92354,3300.0
2665,92354,2090.0
2666,92354,1350.0
2667,92354,830.0
2668,92354,1220.0
2669,92354,380.0
2670,92356,970.0
2671,92356,430.0
2672,92356,230.0
2673,92356,100.0
2674,92356,80.0
2675,92356,0.0
2676,92358,130.0
2677,92358,90.0
2678,92358,60.0
2679,92358,30.0
2680,92358,30.0
2681,92358,0.0
2682,92359,1440.0
2683,92359,890.0
2684,92359,530.0
2685,92359,340.0
2686,92359,370.0
2687,92359,40.0
2688,92363,970.0
2689,92363,370.0
2690,92363,170.0
2691,92363,120.0
2692,92363,160.0
2693,92363,0.0
2694,92365,310.0
2695,92365,160.0
2696,92365,90.0
2697,92365,50.0
2698,92365,50.0
2699,92365,0.0
2700,92368,160.0
2701,92368,70.0
2702,92368,40.0
2703,92368,30.0
2704,92368,0.0
2705,92368,0.0
2706,92371,1540.0
2707,92371,840.0
2708,92371,520.0
2709,92371,320.0
2710,92371,320.0
2711,92371,20.0
2712,92372,730.0
2713,92372,430.0
2714,92372,280.0
2715,92372,220.0
2716,92372,240.0
2717,92372,0.0
2718,92373,4570.0
2719,92373,3030.0
2720,92373,2260.0
