Date,Flight Number,Destination,Delay
6/22/15,824,JFK,-8
6/22/15,864,BOS,5
6/22/15,868,IAH,-5
6/22/15,898,JFK,-1
6/22/15,1034,IAH,-1
6/22/15,1060,IAH,2
6/22/15,1062,MSP,59
6/22/15,1073,BOS,75
6/22/15,1074,ORD,9
6/22/15,1076,BOS,18
6/22/15,1087,BWI,0
6/22/15,1089,DEN,-4
6/22/15,1106,MCO,20
6/22/15,1111,EWR,-5
6/22/15,1118,EWR,5
6/22/15,1122,HNL,84
6/22/15,1124,LAS,-5
6/22/15,1132,DFW,41
6/22/15,1135,RDU,13
6/22/15,1136,LAX,1
6/22/15,1149,IAD,-3
6/22/15,1156,EWR,15
6/22/15,1185,EWR,5
6/22/15,1187,EWR,38
6/22/15,1197,IAH,6
6/22/15,1199,SEA,-5
6/22/15,1215,DEN,69
6/22/15,1232,LAX,-3
6/22/15,1247,SAN,23
6/22/15,1250,IAH,-3
6/22/15,1257,ANC,3
6/22/15,1263,ORD,0
6/22/15,1273,OGG,34
6/22/15,1401,SAN,12
6/22/15,1436,ORD,96
6/22/15,1440,IAD,-2
6/22/15,1449,LAS,-7
6/22/15,1497,SEA,44
6/22/15,1521,SEA,63
6/22/15,1526,DEN,4
6/22/15,1531,RDU,78
6/22/15,1547,ORD,0
6/22/15,1556,PDX,20
6/22/15,1563,ORD,0
6/22/15,1564,LAS,-6
6/22/15,1577,ORD,-5
6/22/15,1579,LAX,-6
6/22/15,1581,OGG,-8
6/22/15,1583,EWR,27
6/22/15,1586,ORD,5
6/22/15,1600,IAD,1
6/22/15,1602,ATL,34
6/22/15,1606,ORD,22
6/22/15,1614,LAS,-2
6/22/15,1616,SEA,28
6/22/15,1635,DEN,0
6/22/15,1645,IAD,6
6/22/15,1662,BOS,0
6/22/15,1668,ORD,0
6/22/15,1670,HNL,4
6/22/15,1671,SAN,1
6/22/15,1673,IAD,-5
6/22/15,1681,CLE,29
6/22/15,1683,EWR,17
6/22/15,1684,LIH,-1
6/22/15,1686,DCA,78
6/22/15,1692,EWR,-1
6/22/15,1710,LAX,1
6/22/15,1717,ORD,26
6/22/15,1721,KOA,-6
6/22/15,1723,KOA,-7
6/22/15,1725,OGG,44
6/22/15,1727,IND,-5
6/22/15,1728,ATL,55
6/22/15,1731,SEA,72
6/22/15,1742,LAS,30
6/22/15,1743,LAX,5
6/22/15,1748,AUS,45
6/22/15,1751,LAS,1
6/22/15,1753,MCO,10
6/22/15,1756,LAX,197
6/22/15,1900,SAN,-1
6/22/15,1912,SNA,-5
6/22/15,1914,IAH,-2
6/22/15,1922,EWR,-1
6/22/15,1925,IAD,5
6/22/15,1927,IAH,22
6/22/15,1937,IAH,-2
6/22/15,1939,IAD,4
6/22/15,1942,SAN,28
6/22/15,1946,BOS,-1
6/22/15,1947,PHL,34
6/22/15,1950,CLE,82
6/22/15,1957,IAD,10
6/22/15,1960,LAX,2
6/22/15,1964,SEA,0
6/22/15,1975,FLL,18
6/22/15,2000,PHX,-5
6/23/15,3,SAN,34
6/23/15,72,EWR,4
6/23/15,73,HNL,19
6/23/15,209,LAX,-3
6/23/15,222,LAX,-6
6/23/15,230,AUS,36
6/23/15,251,PDX,0
6/23/15,255,DEN,-4
6/23/15,256,AUS,-5
6/23/15,267,PHL,57
6/23/15,273,SEA,-8
6/23/15,294,STL,-6
6/23/15,300,HNL,6
6/23/15,309,IAD,-5
6/23/15,311,PHX,-5
6/23/15,318,DEN,-1
6/23/15,322,SEA,11
6/23/15,325,BOS,17
6/23/15,331,DEN,-3
6/23/15,349,EWR,198
6/23/15,351,SEA,-1
6/23/15,354,IAH,37
6/23/15,358,PDX,16
6/23/15,361,LIH,-5
6/23/15,390,ORD,-2
6/23/15,392,LAS,-9
6/23/15,394,LAS,99
6/23/15,408,IAD,-4
6/23/15,418,LAX,-1
6/23/15,427,OGG,10
6/23/15,444,BOS,0
6/23/15,455,BOS,49
6/23/15,464,PDX,23
6/23/15,468,PHX,-5
6/23/15,477,ORD,52
6/23/15,480,PIT,-8
6/23/15,489,ORD,81
6/23/15,502,JFK,40
6/23/15,522,PDX,14
6/23/15,568,EWR,-2
6/23/15,572,ORD,-8
6/23/15,577,EWR,-2
6/23/15,587,SNA,-2
6/23/15,611,SEA,-4
6/23/15,624,ORD,0
6/23/15,637,JFK,256
6/23/15,663,HNL,23
6/23/15,671,DEN,1
6/23/15,698,MCO,-2
6/23/15,704,JFK,-7
6/23/15,707,SNA,48
6/23/15,727,IAD,82
6/23/15,734,ORD,3
6/23/15,736,EWR,-3
6/23/15,751,SEA,-1
6/23/15,758,JFK,32
6/23/15,759,EWR,154
6/23/15,760,JFK,353
6/23/15,816,LAX,-3
6/23/15,824,JFK,128
6/23/15,864,BOS,-1
6/23/15,898,JFK,214
6/23/15,1029,DFW,-2
6/23/15,1034,IAH,4
6/23/15,1038,IAH,-3
6/23/15,1060,IAH,1
6/23/15,1062,MSP,61
6/23/15,1073,BOS,9
6/23/15,1074,ORD,10
6/23/15,1076,BOS,19
6/23/15,1087,BWI,94
6/23/15,1089,DEN,-3
6/23/15,1106,MCO,29
6/23/15,1111,EWR,0
6/23/15,1118,EWR,4
6/23/15,1120,IAH,-1
6/23/15,1121,DEN,-2
6/23/15,1122,HNL,43
6/23/15,1124,LAS,-2
6/23/15,1132,DFW,28
6/23/15,1135,RDU,8
6/23/15,1136,LAX,2
6/23/15,1142,ORD,2
6/23/15,1149,IAD,31
6/23/15,1156,EWR,1
6/23/15,1182,LAX,16
6/23/15,1185,EWR,2
6/23/15,1186,IAH,-1
6/23/15,1187,EWR,3
6/23/15,1197,IAH,-1
6/23/15,1199,SEA,-7
6/23/15,1215,DEN,28
6/23/15,1247,SAN,-3
6/23/15,1250,IAH,-4
6/23/15,1257,ANC,48
6/23/15,1263,ORD,5
6/23/15,1273,OGG,7
6/23/15,1401,SAN,-6
6/23/15,1440,IAD,-2
6/23/15,1449,LAS,-9
6/23/15,1456,EWR,10
6/23/15,1474,DEN,-4
6/23/15,1497,SEA,71
6/23/15,1531,RDU,64
6/23/15,1547,ORD,32
6/23/15,1556,PDX,6
6/23/15,1563,ORD,-1
6/23/15,1564,LAS,0
6/23/15,1579,LAX,1
6/23/15,1583,EWR,44
6/23/15,1586,ORD,-1
6/23/15,1600,IAD,0
6/23/15,1602,ATL,3
6/23/15,1606,ORD,430
6/23/15,1608,EWR,0
6/23/15,1614,LAS,-5
6/23/15,1635,DEN,48
6/23/15,1637,SEA,-4
6/23/15,1645,IAD,0
6/23/15,1662,BOS,37
6/23/15,1668,ORD,2
6/23/15,1670,HNL,152
6/23/15,1671,SAN,-3
6/23/15,1681,CLE,-2
6/23/15,1683,EWR,0
6/23/15,1684,LIH,5
6/23/15,1686,DCA,-2
6/23/15,1717,ORD,66
6/23/15,1721,KOA,270
6/23/15,1723,KOA,36
6/23/15,1725,OGG,4
6/23/15,1727,IND,-6
6/23/15,1728,ATL,6
6/23/15,1731,SEA,110
6/23/15,1742,LAS,17
6/23/15,1743,LAX,-6
6/23/15,1748,AUS,-3
6/23/15,1751,LAS,6
6/23/15,1753,MCO,-1
6/23/15,1756,LAX,86
6/23/15,1900,SAN,11
6/23/15,1914,IAH,6
6/23/15,1922,EWR,75
6/23/15,1925,IAD,16
6/23/15,1927,IAH,119
6/23/15,1937,IAH,1
6/23/15,1939,IAD,1
6/23/15,1942,SAN,7
6/23/15,1946,BOS,10
6/23/15,1947,PHL,33
6/23/15,1950,CLE,9
6/23/15,1960,LAX,4
6/23/15,1964,SEA,-4
6/23/15,1975,FLL,3
6/23/15,2000,PHX,114
6/24/15,3,SAN,1
6/24/15,73,HNL,3
6/24/15,209,LAX,18
6/24/15,230,AUS,23
6/24/15,255,DEN,1
6/24/15,256,AUS,33
6/24/15,267,PHL,-3
6/24/15,273,SEA,103
6/24/15,294,STL,60
6/24/15,300,HNL,42
6/24/15,309,IAD,145
6/24/15,311,PHX,-9
6/24/15,318,DEN,12
6/24/15,322,SEA,0
6/24/15,325,BOS,-5
6/24/15,331,DEN,-5
6/24/15,349,EWR,98
6/24/15,354,IAH,-2
6/24/15,358,PDX,1
6/24/15,361,LIH,-2
6/24/15,362,PIT,-5
6/24/15,367,ORD,21
6/24/15,390,ORD,52
6/24/15,392,LAS,-3
6/24/15,394,LAS,-3
6/24/15,408,IAD,0
6/24/15,427,OGG,-5
6/24/15,444,BOS,0
6/24/15,464,PDX,-3
6/24/15,468,PHX,-2
6/24/15,477,ORD,13
6/24/15,489,ORD,9
6/24/15,500,ORD,17
6/24/15,502,JFK,-2
6/24/15,516,IAD,-2
6/24/15,522,PDX,55
6/24/15,560,DFW,-5
6/24/15,568,EWR,-4
6/24/15,569,IAH,57
6/24/15,572,ORD,3
6/24/15,577,EWR,-8
6/24/15,587,SNA,-5
6/24/15,595,PDX,225
6/24/15,611,SEA,33
6/24/15,620,ORD,2
6/24/15,624,ORD,9
6/24/15,637,JFK,2
6/24/15,663,HNL,2
6/24/15,671,DEN,5
6/24/15,698,ORD,0
6/24/15,704,JFK,-1
6/24/15,727,IAD,-3
6/24/15,734,ORD,-3
6/24/15,736,EWR,0
6/24/15,751,SEA,74
6/24/15,756,DEN,3
6/24/15,758,JFK,-2
6/24/15,759,EWR,38
6/24/15,760,JFK,-4
6/24/15,816,LAX,17
6/24/15,824,JFK,-2
6/24/15,864,BOS,25
6/24/15,894,SAN,3
6/24/15,898,JFK,-4
6/24/15,1004,LAX,5
6/24/15,1038,IAH,0
6/24/15,1060,IAH,-8
6/24/15,1062,MSP,0
6/24/15,1073,BOS,47
6/24/15,1074,ORD,5
6/24/15,1076,BOS,4
6/24/15,1087,BWI,-1
6/24/15,1106,MCO,25
6/24/15,1111,EWR,-4
6/24/15,1118,EWR,0
6/24/15,1122,HNL,0
6/24/15,1124,LAS,-3
6/24/15,1132,DFW,31
6/24/15,1135,RDU,12
6/24/15,1136,LAX,-5
6/24/15,1149,IAD,60
6/24/15,1156,EWR,-1
6/24/15,1185,EWR,83
6/24/15,1187,EWR,2
6/24/15,1192,LAX,-3
6/24/15,1197,IAH,-8
6/24/15,1199,SEA,1
6/24/15,1215,DEN,5
6/24/15,1216,IAH,-1
6/24/15,1247,SAN,6
6/24/15,1250,IAH,-2
6/24/15,1257,ANC,81
6/24/15,1263,BOS,0
6/24/15,1273,OGG,18
6/24/15,1284,LAX,-6
6/24/15,1401,SAN,14
6/24/15,1449,LAS,0
6/24/15,1456,EWR,19
6/24/15,1474,DEN,-4
6/24/15,1497,SEA,47
6/24/15,1521,SEA,-6
6/24/15,1526,DEN,11
6/24/15,1531,RDU,42
6/24/15,1556,PDX,9
6/24/15,1563,ORD,5
6/24/15,1564,LAS,8
6/24/15,1579,LAX,82
6/24/15,1583,EWR,5
6/24/15,1586,ORD,50
6/24/15,1600,IAD,15
6/24/15,1602,ATL,5
6/24/15,1606,ORD,118
6/24/15,1608,EWR,13
6/24/15,1614,LAS,-2
6/24/15,1616,SEA,16
6/24/15,1635,DEN,6
6/24/15,1637,SEA,15
6/24/15,1645,IAD,10
6/24/15,1662,BOS,4
6/24/15,1670,HNL,-5
6/24/15,1673,IAD,17
6/24/15,1681,CLE,-4
6/24/15,1683,EWR,0
6/24/15,1684,LIH,27
6/24/15,1686,DCA,-1
6/24/15,1692,EWR,4
6/24/15,1710,LAX,-2
6/24/15,1717,ORD,3
6/24/15,1721,KOA,-5
6/24/15,1723,KOA,69
6/24/15,1725,OGG,12
6/24/15,1727,IND,7
6/24/15,1728,ATL,3
6/24/15,1731,SEA,44
6/24/15,1742,LAS,12
6/24/15,1743,LAX,-5
6/24/15,1748,AUS,10
6/24/15,1751,LAS,-3
6/24/15,1753,MCO,4
6/24/15,1900,SAN,2
6/24/15,1912,SNA,148
6/24/15,1914,IAH,18
6/24/15,1922,EWR,0
6/24/15,1925,IAD,10
6/24/15,1927,IAH,12
6/24/15,1928,ORD,188
6/24/15,1937,IAH,10
6/24/15,1939,IAD,1
6/24/15,1942,SAN,102
6/24/15,1946,BOS,-2
6/24/15,1947,PHL,11
6/24/15,1950,CLE,21
6/24/15,1957,MCO,7
6/24/15,1960,LAX,39
6/24/15,1964,SEA,0
6/24/15,1975,FLL,5
6/24/15,2000,PHX,7
6/25/15,72,EWR,-2
6/25/15,73,HNL,10
6/25/15,209,LAX,32
6/25/15,222,LAX,-2
6/25/15,230,AUS,-5
6/25/15,251,PDX,-2
6/25/15,255,DEN,3
6/25/15,256,AUS,78
6/25/15,267,PHL,26
6/25/15,273,SEA,-6
6/25/15,294,STL,94
6/25/15,300,HNL,2
6/25/15,309,IAD,15
6/25/15,311,PHX,32
6/25/15,318,DEN,-4
6/25/15,322,SEA,19
6/25/15,325,BOS,37
6/25/15,331,DEN,-7
6/25/15,349,EWR,-6
6/25/15,351,SEA,25
6/25/15,354,IAH,-3
6/25/15,358,PDX,-4
6/25/15,361,LIH,33
6/25/15,390,ORD,1
6/25/15,392,LAS,-7
6/25/15,394,LAS,1
6/25/15,408,IAD,0
6/25/15,427,OGG,-5
6/25/15,444,BOS,0
6/25/15,455,BOS,-1
6/25/15,464,PDX,-8
6/25/15,468,PHX,79
6/25/15,477,ORD,1
6/25/15,480,PIT,-7
6/25/15,489,ORD,0
6/25/15,500,ORD,0
6/25/15,502,JFK,1
6/25/15,522,PDX,31
6/25/15,560,DFW,-5
6/25/15,568,EWR,-6
6/25/15,572,ORD,15
6/25/15,577,EWR,0
6/25/15,587,SNA,-8
6/25/15,611,SEA,-5
6/25/15,620,ORD,-4
6/25/15,624,ORD,6
6/25/15,637,JFK,275
6/25/15,663,HNL,-2
6/25/15,671,DEN,89
6/25/15,698,MCO,222
6/25/15,704,JFK,-3
6/25/15,718,IAH,-6
6/25/15,727,IAD,0
6/25/15,734,ORD,-4
6/25/15,736,EWR,-3
6/25/15,751,SEA,-5
6/25/15,758,JFK,-1
6/25/15,760,JFK,40
6/25/15,816,LAX,-4
6/25/15,824,JFK,58
6/25/15,864,BOS,157
6/25/15,898,JFK,2
6/25/15,1034,IAH,-7
6/25/15,1060,IAH,-2
6/25/15,1062,MSP,-1
6/25/15,1073,BOS,44
6/25/15,1074,ORD,-6
6/25/15,1076,EWR,59
6/25/15,1087,BWI,3
6/25/15,1089,DEN,-6
6/25/15,1106,MCO,1
6/25/15,1111,EWR,-4
6/25/15,1118,EWR,42
6/25/15,1120,IAH,-3
6/25/15,1122,HNL,2
6/25/15,1124,LAS,49
6/25/15,1132,DFW,8
6/25/15,1135,RDU,20
6/25/15,1136,LAX,2
6/25/15,1149,IAD,-2
6/25/15,1156,EWR,10
6/25/15,1185,EWR,7
6/25/15,1186,IAH,-1
6/25/15,1187,EWR,65
6/25/15,1197,IAH,16
6/25/15,1215,DEN,98
6/25/15,1250,IAH,3
6/25/15,1257,ANC,21
6/25/15,1263,ORD,92
6/25/15,1273,OGG,3
6/25/15,1401,SAN,-8
6/25/15,1440,IAD,0
6/25/15,1449,LAS,6
6/25/15,1456,EWR,41
6/25/15,1474,DEN,-11
6/25/15,1497,SEA,3
6/25/15,1498,LAX,81
6/25/15,1521,SEA,23
6/25/15,1526,DEN,15
6/25/15,1531,RDU,44
6/25/15,1556,PDX,-2
6/25/15,1563,ORD,-4
6/25/15,1564,LAS,32
6/25/15,1579,LAX,-1
6/25/15,1581,OGG,19
6/25/15,1583,EWR,1
6/25/15,1586,ORD,8
6/25/15,1592,BOS,16
6/25/15,1600,IAD,53
6/25/15,1602,ATL,38
6/25/15,1606,ORD,27
6/25/15,1608,EWR,7
6/25/15,1614,LAS,48
6/25/15,1616,SEA,4
6/25/15,1635,DEN,1
6/25/15,1637,SEA,-3
6/25/15,1645,IAD,2
6/25/15,1662,BOS,79
6/25/15,1668,ORD,0
6/25/15,1670,HNL,2
6/25/15,1671,SAN,1
6/25/15,1673,IAD,28
6/25/15,1681,CLE,35
6/25/15,1683,EWR,9
6/25/15,1684,LIH,17
6/25/15,1686,DCA,112
6/25/15,1710,LAX,42
6/25/15,1717,ORD,66
6/25/15,1721,KOA,-4
6/25/15,1723,KOA,-6
6/25/15,1725,OGG,-1
6/25/15,1727,IND,-3
6/25/15,1728,ATL,7
6/25/15,1731,SAN,50
6/25/15,1742,LAS,-4
6/25/15,1743,LAX,5
6/25/15,1748,AUS,1
6/25/15,1751,LAS,30
6/25/15,1753,MCO,23
6/25/15,1756,LAX,94
6/25/15,1900,SAN,-5
6/25/15,1912,SNA,32
6/25/15,1914,IAH,1
6/25/15,1922,EWR,13
6/25/15,1925,IAD,-1
6/25/15,1927,IAH,16
6/25/15,1928,ORD,0
6/25/15,1937,IAH,5
6/25/15,1939,IAD,-4
6/25/15,1942,SAN,7
6/25/15,1946,BOS,3
6/25/15,1947,PHL,4
6/25/15,1950,CLE,8
6/25/15,1960,LAX,18
6/25/15,1964,SEA,106
6/25/15,1975,FLL,5
6/25/15,2000,PHX,26
6/26/15,3,SAN,-1
6/26/15,72,EWR,216
6/26/15,73,HNL,8
6/26/15,209,LAX,2
6/26/15,222,LAX,-5
6/26/15,230,AUS,24
6/26/15,255,DEN,151
6/26/15,256,AUS,-4
6/26/15,267,PHL,-5
6/26/15,273,SEA,1
6/26/15,294,STL,0
6/26/15,300,HNL,6
6/26/15,309,IAD,116
6/26/15,311,PHX,-5
6/26/15,318,DEN,-5
6/26/15,322,SEA,5
6/26/15,325,BOS,-2
6/26/15,331,DEN,-5
6/26/15,349,EWR,25
6/26/15,354,IAH,-1
6/26/15,358,PDX,3
6/26/15,361,LIH,4
6/26/15,362,ORD,7
6/26/15,390,ORD,76
6/26/15,392,LAS,10
6/26/15,394,LAS,-1
6/26/15,401,CLE,-9
6/26/15,408,IAD,-1
6/26/15,427,OGG,-4
6/26/15,444,BOS,18
6/26/15,455,BOS,-7
6/26/15,464,PDX,7
6/26/15,468,PHX,-10
6/26/15,477,ORD,-3
6/26/15,480,PIT,19
6/26/15,489,ORD,-6
6/26/15,500,ORD,70
6/26/15,502,JFK,-3
6/26/15,522,PDX,-2
6/26/15,560,DFW,10
6/26/15,568,EWR,0
6/26/15,572,ORD,-3
6/26/15,577,EWR,0
6/26/15,587,SNA,3
6/26/15,595,PDX,3
6/26/15,611,SEA,-3
6/26/15,620,ORD,6
6/26/15,624,ORD,20
6/26/15,637,JFK,-4
6/26/15,663,HNL,2
6/26/15,671,DEN,5
6/26/15,698,MCO,43
6/26/15,704,JFK,-1
6/26/15,718,IAH,-4
6/26/15,727,IAD,132
6/26/15,734,ORD,-1
6/26/15,736,EWR,-4
6/26/15,742,SEA,0
6/26/15,751,SEA,53
6/26/15,758,JFK,-3
6/26/15,760,JFK,13
6/26/15,816,LAX,-4
6/26/15,824,JFK,28
6/26/15,864,BOS,81
6/26/15,898,JFK,30
6/26/15,1060,IAH,-11
6/26/15,1062,MSP,20
6/26/15,1073,BOS,41
6/26/15,1076,BOS,3
6/26/15,1087,BWI,10
6/26/15,1089,DEN,-2
6/26/15,1106,MCO,130
6/26/15,1111,EWR,12
6/26/15,1118,EWR,9
6/26/15,1120,IAH,51
6/26/15,1121,ORD,9
6/26/15,1122,HNL,13
6/26/15,1124,LAS,6
6/26/15,1132,DFW,-2
6/26/15,1135,RDU,1
6/26/15,1136,LAX,5
6/26/15,1149,IAD,220
6/26/15,1156,EWR,4
6/26/15,1185,EWR,-6
6/26/15,1187,EWR,-4
6/26/15,1197,IAH,-5
6/26/15,1199,SEA,-2
6/26/15,1215,DEN,-1
6/26/15,1216,IAH,-3
6/26/15,1232,LAX,19
6/26/15,1247,SAN,-1
6/26/15,1250,IAH,3
6/26/15,1257,ANC,3
6/26/15,1263,ORD,63
6/26/15,1273,OGG,1
6/26/15,1401,SAN,-8
6/26/15,1440,IAD,18
6/26/15,1449,LAS,-3
6/26/15,1456,EWR,27
6/26/15,1474,DEN,-2
6/26/15,1497,SEA,23
6/26/15,1521,SEA,10
6/26/15,1526,DEN,-1
6/26/15,1531,RDU,8
6/26/15,1556,PDX,17
6/26/15,1563,ORD,-3
6/26/15,1564,LAS,-2
6/26/15,1579,LAX,8
6/26/15,1581,OGG,-6
6/26/15,1583,EWR,2
6/26/15,1586,ORD,5
6/26/15,1600,IAD,92
6/26/15,1602,ATL,22
6/26/15,1606,ORD,64
6/26/15,1608,EWR,-6
6/26/15,1614,LAS,-6
6/26/15,1635,DEN,-1
6/26/15,1637,SEA,23
6/26/15,1645,IAD,-1
6/26/15,1662,BOS,30
6/26/15,1668,ORD,0
6/26/15,1670,HNL,15
6/26/15,1671,SAN,1
6/26/15,1673,IAD,4
6/26/15,1681,IAD,4
6/26/15,1683,EWR,11
6/26/15,1684,LIH,5
6/26/15,1686,DCA,74
6/26/15,1710,LAX,-1
6/26/15,1721,KOA,10
6/26/15,1723,KOA,17
6/26/15,1725,OGG,8
6/26/15,1727,IND,153
6/26/15,1728,ATL,26
6/26/15,1731,SEA,44
6/26/15,1742,LAS,0
6/26/15,1743,LAX,-4
6/26/15,1748,AUS,-2
6/26/15,1751,LAS,46
6/26/15,1753,MCO,4
6/26/15,1754,EWR,17
6/26/15,1756,LAX,4
6/26/15,1900,SAN,11
6/26/15,1912,SNA,4
6/26/15,1914,IAH,-7
6/26/15,1922,EWR,6
6/26/15,1925,IAD,4
6/26/15,1927,IAH,5
6/26/15,1928,ORD,22
6/26/15,1937,IAH,8
6/26/15,1939,IAD,-1
6/26/15,1942,SAN,16
6/26/15,1946,BOS,180
6/26/15,1947,PHL,-2
6/26/15,1950,CLE,0
6/26/15,1960,LAX,12
6/26/15,1964,SEA,-1
6/26/15,1975,FLL,11
6/26/15,2000,PHX,-3
6/27/15,72,SEA,-6
6/27/15,73,HNL,36
6/27/15,222,LAX,-1
6/27/15,243,LAX,-1
6/27/15,246,ORD,4
6/27/15,256,RDU,-6
6/27/15,273,SEA,-13
6/27/15,300,HNL,3
6/27/15,302,DEN,-6
6/27/15,311,PHX,126
6/27/15,317,IND,-4
6/27/15,322,SEA,-6
6/27/15,325,BOS,0
6/27/15,328,DEN,-3
6/27/15,331,DEN,-5
6/27/15,351,SEA,25
6/27/15,353,ORD,2
6/27/15,354,IAH,-4
6/27/15,358,PDX,-4
6/27/15,361,LIH,2
6/27/15,362,LAX,-3
6/27/15,363,MCO,0
6/27/15,364,PDX,48
6/27/15,390,ORD,10
6/27/15,408,IAD,19
6/27/15,427,OGG,-11
6/27/15,444,BOS,21
6/27/15,464,PDX,-1
6/27/15,486,IAD,-6
6/27/15,498,SAN,-5
6/27/15,500,BOS,-4
6/27/15,522,PDX,-2
6/27/15,523,SAN,0
6/27/15,568,EWR,-5
6/27/15,569,IAH,8
6/27/15,570,LAX,-7
6/27/15,572,ORD,0
6/27/15,577,EWR,33
6/27/15,586,DEN,-6
6/27/15,587,SNA,-3
6/27/15,595,PDX,190
6/27/15,637,JFK,13
6/27/15,653,LAX,-5
6/27/15,663,HNL,-1
6/27/15,701,AUS,-5
6/27/15,707,SNA,-3
6/27/15,720,DEN,-5
6/27/15,748,DFW,35
6/27/15,758,JFK,-7
6/27/15,760,JFK,9
6/27/15,806,SAN,-7
6/27/15,816,LAX,-2
6/27/15,824,JFK,0
6/27/15,1073,BOS,2
6/27/15,1074,ORD,9
6/27/15,1076,IAD,16
6/27/15,1087,BWI,7
6/27/15,1118,EWR,5
6/27/15,1122,HNL,0
6/27/15,1135,RDU,9
6/27/15,1159,LAX,3
6/27/15,1173,HNL,-5
6/27/15,1197,IAH,-4
6/27/15,1204,IAH,0
6/27/15,1232,LAX,30
6/27/15,1246,KOA,8
6/27/15,1247,BOS,13
6/27/15,1250,IAH,-5
6/27/15,1257,ANC,-3
6/27/15,1268,IAD,118
6/27/15,1273,OGG,-7
6/27/15,1284,ORD,6
6/27/15,1298,DEN,-4
6/27/15,1401,SAN,-4
6/27/15,1415,IAH,1
6/27/15,1437,AUS,-4
6/27/15,1449,LAS,3
6/27/15,1456,ATL,-7
6/27/15,1458,DEN,0
6/27/15,1460,EWR,0
6/27/15,1462,IAH,-6
6/27/15,1531,EWR,2
6/27/15,1535,KOA,-5
6/27/15,1564,LAS,-1
6/27/15,1581,OGG,4
6/27/15,1583,EWR,8
6/27/15,1589,IAH,-3
6/27/15,1608,EWR,3
6/27/15,1614,LAS,6
6/27/15,1637,SEA,0
6/27/15,1662,BOS,13
6/27/15,1670,HNL,0
6/27/15,1684,LIH,-7
6/27/15,1686,DCA,-6
6/27/15,1709,ORD,-3
6/27/15,1717,ORD,-2
6/27/15,1721,KOA,-4
6/27/15,1723,KOA,-1
6/27/15,1725,OGG,-2
6/27/15,1726,LAS,14
6/27/15,1728,IAD,4
6/27/15,1731,SAN,33
6/27/15,1734,OGG,-3
6/27/15,1742,LAS,22
6/27/15,1743,LAX,-4
6/27/15,1750,PIT,-5
6/27/15,1751,LAS,1
6/27/15,1753,MCO,-3
6/27/15,1754,EWR,12
6/27/15,1900,ORD,31
6/27/15,1914,AUS,-6
6/27/15,1922,EWR,0
6/27/15,1925,IAD,13
6/27/15,1927,IAH,3
6/27/15,1928,ORD,-4
6/27/15,1937,IAH,34
6/27/15,1939,IAD,-1
6/27/15,1944,EWR,2
6/27/15,1946,BOS,-3
6/27/15,1947,PHL,-6
6/27/15,1950,CLE,35
6/27/15,1954,DEN,1
6/27/15,1957,MCO,-1
6/27/15,1960,PHL,-2
6/27/15,1975,FLL,15
6/27/15,2000,PHX,-7
6/28/15,3,SAN,-5
6/28/15,73,HNL,10
6/28/15,217,EWR,-4
6/28/15,222,LAX,103
6/28/15,223,DEN,3
6/28/15,230,AUS,-5
6/28/15,243,LAX,33
6/28/15,255,DEN,-1
6/28/15,256,AUS,58
6/28/15,267,PHL,21
6/28/15,268,SNA,-2
6/28/15,294,STL,25
6/28/15,300,HNL,6
6/28/15,309,IAD,31
6/28/15,311,PHX,78
6/28/15,317,IND,7
6/28/15,318,DEN,3
6/28/15,325,BOS,32
6/28/15,358,PDX,-5
6/28/15,361,LIH,-9
6/28/15,362,ORD,-2
6/28/15,364,PDX,25
6/28/15,381,DEN,-3
6/28/15,382,ORD,10
6/28/15,384,ORD,-3
6/28/15,390,ORD,1
6/28/15,391,SEA,17
6/28/15,394,LAS,-8
6/28/15,399,RDU,-5
6/28/15,401,CLE,-3
6/28/15,408,IAD,14
6/28/15,421,IAD,-11
6/28/15,427,OGG,6
6/28/15,455,BOS,-4
6/28/15,464,PDX,139
6/28/15,477,ORD,-2
6/28/15,480,PIT,1
6/28/15,489,ORD,4
6/28/15,499,IAH,5
6/28/15,500,EWR,54
6/28/15,502,JFK,49
6/28/15,523,SAN,-6
6/28/15,560,DFW,0
6/28/15,564,LAX,-4
6/28/15,587,SNA,7
6/28/15,608,BOS,0
6/28/15,611,SEA,55
6/28/15,620,ORD,5
6/28/15,624,ORD,3
6/28/15,637,JFK,12
6/28/15,653,SNA,40
6/28/15,662,MSP,11
6/28/15,663,HNL,6
6/28/15,681,LAS,14
6/28/15,698,ORD,8
6/28/15,704,JFK,0
6/28/15,734,ORD,-3
6/28/15,742,SEA,1
6/28/15,746,LAS,-5
6/28/15,758,JFK,-4
6/28/15,760,JFK,-2
6/28/15,794,ORD,32
6/28/15,824,JFK,0
6/28/15,894,SAN,-1
6/28/15,898,JFK,-4
6/28/15,1076,IAD,14
6/28/15,1087,BWI,6
6/28/15,1088,BOS,2
6/28/15,1106,MCO,6
6/28/15,1111,EWR,-1
6/28/15,1118,EWR,1
6/28/15,1120,IAH,-6
6/28/15,1122,HNL,6
6/28/15,1136,LAX,4
6/28/15,1149,IAD,1
6/28/15,1159,LAX,22
6/28/15,1173,HNL,-1
6/28/15,1185,EWR,13
6/28/15,1187,EWR,-1
6/28/15,1197,IAH,0
6/28/15,1204,IAH,2
6/28/15,1208,DCA,14
6/28/15,1215,DEN,-1
