family,father,mother,midparentHeight,children,childNum,gender,childHeight
158,68,59,65.86,10,6,male,63
158,68,59,65.86,10,7,female,65
158,68,59,65.86,10,8,female,65
158,68,59,65.86,10,9,female,62
158,68,59,65.86,10,10,female,61
159,67,66.2,69.248,5,1,male,72.7
159,67,66.2,69.248,5,2,male,72.7
159,67,66.2,69.248,5,3,male,71.5
159,67,66.2,69.248,5,4,female,65.5
159,67,66.2,69.248,5,5,female,63.5
160,67,66.5,69.41,1,1,male,71
161,67,66,69.14,8,1,male,73
161,67,66,69.14,8,2,male,71
161,67,66,69.14,8,3,male,70.7
161,67,66,69.14,8,4,male,70
161,67,66,69.14,8,5,male,69
161,67,66,69.14,8,6,female,68
161,67,66,69.14,8,7,female,65.5
161,67,66,69.14,8,8,female,62
162,67,65,68.6,6,1,male,69.7
162,67,65,68.6,6,2,male,67.5
162,67,65,68.6,6,3,female,65.5
162,67,65,68.6,6,4,female,65
162,67,65,68.6,6,5,female,64.5
162,67,65,68.6,6,6,female,63.5
163,67,65.5,68.87,5,1,male,70
163,67,65.5,68.87,5,2,male,69
163,67,65.5,68.87,5,3,female,65.5
163,67,65.5,68.87,5,4,female,65.5
163,67,65.5,68.87,5,5,female,63
164,67,65.5,68.87,4,1,male,70
164,67,65.5,68.87,4,2,male,67.7
164,67,65.5,68.87,4,3,female,63
164,67,65.5,68.87,4,4,female,60
165,67,65,68.6,3,1,male,65
165,67,65,68.6,3,2,female,62
165,67,65,68.6,3,3,female,62
166,67.5,65,68.85,11,1,male,71
166,67.5,65,68.85,11,2,male,69
166,67.5,65,68.85,11,3,female,64
166,67.5,65,68.85,11,4,female,64
166,67.5,65,68.85,11,5,female,63
166,67.5,65,68.85,11,6,female,63
166,67.5,65,68.85,11,7,female,63
166,67.5,65,68.85,11,8,female,63
166,67.5,65,68.85,11,9,female,63
166,67.5,65,68.85,11,10,female,62.5
166,67.5,65,68.85,11,11,female,62
167,67,64,68.06,4,1,male,71.5
167,67,64,68.06,4,2,male,70
167,67,64,68.06,4,3,male,67
167,67,64,68.06,4,4,male,67
168,67,63.5,67.79,8,1,male,71
168,67,63.5,67.79,8,2,male,70.2
168,67,63.5,67.79,8,3,male,69.2
168,67,63.5,67.79,8,4,male,68.5
168,67,63.5,67.79,8,5,male,68
168,67,63.5,67.79,8,6,male,67
168,67,63.5,67.79,8,7,male,65.5
168,67,63.5,67.79,8,8,female,63.5
169,67,63,67.52,3,1,male,69
169,67,63,67.52,3,2,male,68
169,67,63,67.52,3,3,female,63
170,67.5,62,67.23,5,1,male,70
170,67.5,62,67.23,5,2,male,69.5
170,67.5,62,67.23,5,3,male,69
170,67.5,62,67.23,5,4,male,68.5
170,67.5,62,67.23,5,5,female,66
171,67,61,66.44,1,1,male,67
172,66,67,69.18,8,1,male,70.5
172,66,67,69.18,8,2,male,70.5
172,66,67,69.18,8,3,male,67
172,66,67,69.18,8,4,male,66
172,66,67,69.18,8,5,male,66
172,66,67,69.18,8,6,female,62
172,66,67,69.18,8,7,female,62
172,66,67,69.18,8,8,female,61.5
173,66,67,69.18,9,1,male,72
173,66,67,69.18,9,2,male,65
173,66,67,69.18,9,3,male,65
173,66,67,69.18,9,4,female,67
173,66,67,69.18,9,5,female,64
173,66,67,69.18,9,6,female,64
173,66,67,69.18,9,7,female,62
173,66,67,69.18,9,8,female,60
173,66,67,69.18,9,9,female,60
174,66,66,68.64,5,1,male,66
174,66,66,68.64,5,2,male,65
174,66,66,68.64,5,3,female,67
174,66,66,68.64,5,4,female,66.5
174,66,66,68.64,5,5,female,65.5
175,66,66,68.64,6,1,male,72
175,66,66,68.64,6,2,male,68
175,66,66,68.64,6,3,female,66
175,66,66,68.64,6,4,female,65
175,66,66,68.64,6,5,female,62
175,66,66,68.64,6,6,female,61
176,66.5,65,68.35,8,1,male,68.7
176,66.5,65,68.35,8,2,male,68.5
176,66.5,65,68.35,8,3,male,66.5
176,66.5,65,68.35,8,4,male,64.5
176,66.5,65,68.35,8,5,female,62.5
176,66.5,65,68.35,8,6,female,60.5
176,66.5,65,68.35,8,7,female,60.5
176,66.5,65,68.35,8,8,female,57.5
177,66,65.5,68.37,5,1,male,72
177,66,65.5,68.37,5,2,male,71
177,66,65.5,68.37,5,3,male,67
177,66,65.5,68.37,5,4,female,66
177,66,65.5,68.37,5,5,female,65
178,66,63,67.02,1,1,male,70
179,66,63.5,67.29,2,1,female,64.5
179,66,63.5,67.29,2,2,female,62
180,66.5,63,67.27,6,1,male,67.2
180,66.5,63,67.27,6,2,male,67
180,66.5,63,67.27,6,3,male,65
180,66.5,63,67.27,6,4,female,65
180,66.5,63,67.27,6,5,female,65
180,66.5,63,67.27,6,6,female,63
181,66.5,62.5,67,7,1,male,70
181,66.5,62.5,67,7,2,male,68
181,66.5,62.5,67,7,3,female,63.5
181,66.5,62.5,67,7,4,female,62.5
181,66.5,62.5,67,7,5,female,62.5
181,66.5,62.5,67,7,6,female,62.5
181,66.5,62.5,67,7,7,female,62.5
182,66,61.5,66.21,1,1,male,70
183,66,60,65.4,4,1,male,68
183,66,60,65.4,4,2,male,67
183,66,60,65.4,4,3,male,65
183,66,60,65.4,4,4,female,60
184,66,60,65.4,1,1,male,65
185,66,59,64.86,15,1,male,68
185,66,59,64.86,15,2,male,67
185,66,59,64.86,15,3,male,66.5
185,66,59,64.86,15,4,male,66
185,66,59,64.86,15,5,male,65.7
185,66,59,64.86,15,6,male,65.5
185,66,59,64.86,15,7,male,65
185,66,59,64.86,15,8,female,65
185,66,59,64.86,15,9,female,64
185,66,59,64.86,15,10,female,63
185,66,59,64.86,15,11,female,62
185,66,59,64.86,15,12,female,61
185,66,59,64.86,15,13,female,60
185,66,59,64.86,15,14,female,58
185,66,59,64.86,15,15,female,57
186,65,67,68.68,4,1,male,66.5
186,65,67,68.68,4,2,male,66
186,65,67,68.68,4,3,male,66
186,65,67,68.68,4,4,female,65
187,65,67,68.68,1,1,female,63
188,65,66,68.14,4,1,male,63
188,65,66,68.14,4,2,female,63
188,65,66,68.14,4,3,female,63
188,65,66,68.14,4,4,female,60
189,65,66,68.14,5,1,male,67
189,65,66,68.14,5,2,male,66
189,65,66,68.14,5,3,male,65
189,65,66,68.14,5,4,female,65
189,65,66,68.14,5,5,female,61
190,65,65,67.6,9,1,male,69
190,65,65,67.6,9,2,male,68
190,65,65,67.6,9,3,male,68
190,65,65,67.6,9,4,female,65
190,65,65,67.6,9,5,female,65
190,65,65,67.6,9,6,female,62
190,65,65,67.6,9,7,female,62
190,65,65,67.6,9,8,female,61
190,65,65,67.6,9,9,female,59
191,65,65.5,67.87,2,1,male,70.7
191,65,65.5,67.87,2,2,female,65.5
192,65,65,67.6,6,1,male,69.2
192,65,65,67.6,6,2,male,69
192,65,65,67.6,6,3,male,68
192,65,65,67.6,6,4,male,67.7
192,65,65,67.6,6,5,female,64.5
192,65,65,67.6,6,6,female,60.5
193,65,64,67.06,6,1,male,67
193,65,64,67.06,6,2,male,67
193,65,64,67.06,6,3,female,64
193,65,64,67.06,6,4,female,64
193,65,64,67.06,6,5,female,62.5
193,65,64,67.06,6,6,female,60.5
194,65,63,66.52,2,1,male,70
194,65,63,66.52,2,2,female,63
195,65,63,66.52,3,1,male,66
195,65,63,66.52,3,2,male,66
195,65,63,66.52,3,3,female,63
196,65.5,63,66.77,4,1,male,71
196,65.5,63,66.77,4,2,male,71
196,65.5,63,66.77,4,3,male,69
196,65.5,63,66.77,4,4,female,63.5
197,65.5,60,65.15,5,1,male,68
197,65.5,60,65.15,5,2,male,68
197,65.5,60,65.15,5,3,male,67
197,65.5,60,65.15,5,4,male,67
197,65.5,60,65.15,5,5,female,62
198,64,64,66.56,7,1,male,71.5
198,64,64,66.56,7,2,male,68
198,64,64,66.56,7,3,female,65.5
198,64,64,66.56,7,4,female,64
198,64,64,66.56,7,5,female,62
198,64,64,66.56,7,6,female,62
198,64,64,66.56,7,7,female,61
199,64,64,66.56,7,1,male,70.5
199,64,64,66.56,7,2,male,68
199,64,64,66.56,7,3,female,67
199,64,64,66.56,7,4,female,65
199,64,64,66.56,7,5,female,64
199,64,64,66.56,7,6,female,64
199,64,64,66.56,7,7,female,60
200,64,63,66.02,1,1,male,64.5
201,64,60,64.4,2,1,male,66
201,64,60,64.4,2,2,female,60
202,63,63.5,65.79,2,1,female,68.5
202,63,63.5,65.79,2,2,female,63.5
203,62,66,66.64,3,1,male,64
203,62,66,66.64,3,2,female,62
203,62,66,66.64,3,3,female,61
204,62.5,63,65.27,2,1,male,66.5
204,62.5,63,65.27,2,2,female,57
